UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
505,1,297.6,309.3,1529,41.9,3,0,No Failure
506,3,297.6,309.3,1610,35,6,0,No Failure
507,3,297.6,309.3,1543,34.3,8,0,No Failure
508,2,297.8,309.4,1445,48.2,10,0,No Failure
509,3,297.7,309.3,1893,24.6,15,0,No Failure
510,1,297.6,309.3,1415,41.3,17,0,No Failure
511,3,297.5,309.3,1564,37.5,20,0,No Failure
512,3,297.5,309.3,1479,39.4,22,0,No Failure
513,3,297.5,309.2,1426,44.8,24,0,No Failure
514,3,297.4,309.2,1428,38.8,26,0,No Failure
515,3,297.4,309.2,1620,33.2,28,0,No Failure
516,3,297.5,309.2,1715,28,30,0,No Failure
517,3,297.5,309.3,1732,29.9,32,0,No Failure
518,1,297.5,309.4,1391,58.2,34,0,No Failure
519,3,297.6,309.5,1924,20.6,37,0,No Failure
520,1,297.7,309.5,2027,19.8,39,0,No Failure
521,3,297.6,309.5,1617,36.2,42,0,No Failure
522,3,297.5,309.4,1497,35.8,44,0,No Failure
523,1,297.5,309.5,1448,43.7,46,0,No Failure
524,3,297.4,309.4,1401,45.9,49,0,No Failure
525,3,297.4,309.4,1620,35.4,51,0,No Failure
526,3,297.4,309.4,1466,45.5,53,0,No Failure
527,3,297.6,309.5,1373,50.6,55,0,No Failure
528,1,297.6,309.6,1592,35.8,57,0,No Failure
529,1,297.5,309.5,1553,42.4,60,0,No Failure
530,3,297.6,309.5,1569,36.2,63,0,No Failure
531,1,297.6,309.5,1709,32.2,65,0,No Failure
532,3,297.6,309.5,1549,34.9,68,0,No Failure
533,3,297.5,309.4,1443,45.4,70,0,No Failure
534,3,297.5,309.3,1675,29.8,72,0,No Failure
535,3,297.5,309.3,1623,33.4,74,0,No Failure
536,2,297.4,309.3,1365,52.4,76,0,No Failure
537,3,297.4,309.3,1759,24.8,81,0,No Failure
538,2,297.4,309.3,1516,43,83,0,No Failure
539,1,297.4,309.3,1499,36.8,88,0,No Failure
540,1,297.4,309.3,1775,25.8,91,0,No Failure
541,3,297.4,309.4,1473,45.5,94,0,No Failure
542,3,297.4,309.4,1296,52.3,96,0,No Failure
543,3,297.5,309.4,1803,24.7,98,0,No Failure
544,2,297.5,309.3,1563,36.1,100,0,No Failure
545,1,297.5,309.4,1831,26.6,105,0,No Failure
546,3,297.6,309.4,1958,22.1,108,0,No Failure
547,3,297.5,309.4,1809,24.3,110,0,No Failure
548,1,297.5,309.4,1482,39.3,112,0,No Failure
549,3,297.4,309.3,1332,53.2,115,0,No Failure
550,3,297.4,309.2,1437,40.4,117,0,No Failure
551,3,297.4,309.2,1698,29.4,119,0,No Failure
552,3,297.4,309.2,1274,54.3,121,0,No Failure
553,1,297.4,309.3,1622,35,123,0,No Failure
554,1,297.4,309.3,1564,36,126,0,No Failure
555,2,297.5,309.4,1368,45.3,129,0,No Failure
556,1,297.4,309.4,1539,42.2,134,0,No Failure
557,3,297.5,309.4,1357,50.1,137,0,No Failure
558,1,297.5,309.4,1433,48.3,139,0,No Failure
559,3,297.5,309.4,1650,34.6,142,0,No Failure
560,3,297.5,309.4,1503,40.6,144,0,No Failure
561,3,297.5,309.4,1318,58.2,146,0,No Failure
562,1,297.5,309.4,1678,34.4,148,0,No Failure
563,3,297.6,309.5,1574,30.9,151,0,No Failure
564,3,297.7,309.6,1529,35.2,153,0,No Failure
565,2,297.6,309.6,1669,32.1,155,0,No Failure
566,2,297.7,309.7,1570,35.8,160,0,No Failure
567,1,297.6,309.7,1541,33.7,165,0,No Failure
568,1,297.7,309.7,1680,30.2,168,0,No Failure
569,3,297.8,309.7,1935,22.1,171,0,No Failure
570,1,297.7,309.6,1596,35.2,173,0,No Failure
571,3,297.7,309.7,1498,41,176,0,No Failure
572,1,297.8,309.8,1676,29,178,0,No Failure
573,3,297.8,309.9,1351,49,181,0,No Failure
574,3,297.9,309.9,1472,45,183,0,No Failure
575,1,297.9,310,1439,41.7,185,0,No Failure
576,1,297.9,309.9,1410,55.4,188,0,No Failure
577,2,297.7,309.7,1440,51.1,191,0,No Failure
578,3,297.7,309.7,1591,37.7,196,0,No Failure
579,3,297.8,309.8,1533,36.8,198,0,No Failure
580,1,297.8,309.7,1700,31.3,200,0,No Failure
581,1,297.8,309.8,1798,25.5,203,0,No Failure
582,3,297.8,309.7,1394,42.9,206,0,No Failure
583,3,297.8,309.7,1341,49.2,208,0,No Failure
584,2,297.7,309.6,1697,32.2,210,0,No Failure
585,2,297.6,309.6,1419,48.2,215,0,No Failure
586,3,297.6,309.5,2001,20.5,220,0,No Failure
587,3,297.6,309.6,1501,49.8,222,1,Overstrain Failure
588,2,297.6,309.5,1623,33.1,224,0,No Failure
589,3,297.6,309.4,1628,33.4,229,0,No Failure
590,3,297.6,309.4,1491,40.2,231,0,No Failure
591,3,297.5,309.4,1517,36.7,233,0,No Failure
592,2,297.5,309.3,1525,41.7,235,0,No Failure
593,2,297.5,309.5,1668,27.9,240,0,No Failure
594,3,297.5,309.6,1312,50.7,0,0,No Failure
595,2,297.6,309.6,1278,50.4,2,0,No Failure
596,1,297.6,309.6,1330,53.1,7,0,No Failure
597,1,297.6,309.6,1530,37.3,10,0,No Failure
598,2,297.6,309.6,1428,46.6,13,0,No Failure
599,3,297.7,309.6,1480,47.9,18,0,No Failure
600,2,297.7,309.7,1616,31.1,20,0,No Failure
601,3,297.8,309.7,1547,37.3,25,0,No Failure
602,3,297.9,309.7,2194,16.8,27,0,No Failure
603,3,297.9,309.8,2000,21.3,29,0,No Failure
604,3,297.9,309.8,1336,71.6,31,1,Power Failure
605,3,297.9,309.9,1542,33.8,33,0,No Failure
606,1,297.9,309.8,1693,29.9,35,0,No Failure
607,3,297.9,309.8,1461,50.5,38,0,No Failure
608,1,298,309.9,1565,33.9,40,0,No Failure
609,3,298,309.9,1403,47.7,43,0,No Failure
610,3,298.1,309.9,1629,32.5,45,0,No Failure
611,3,298.1,310,1534,33.7,47,0,No Failure
612,3,298.1,310,1553,40.9,49,0,No Failure
613,3,298.1,309.9,1563,32.8,51,0,No Failure
614,3,298.1,309.9,1634,30,53,0,No Failure
615,1,298,309.9,1445,45.2,55,0,No Failure
616,3,298.1,309.9,1642,30.4,58,0,No Failure
617,2,298.1,309.9,1686,29.1,60,0,No Failure
618,1,298.1,310,1393,43.1,65,0,No Failure
619,2,298.2,310,1433,44.2,68,0,No Failure
620,3,298.3,310,1507,44.7,73,0,No Failure
621,1,298.3,310.1,1389,49.6,75,0,No Failure
622,3,298.3,310.1,1408,45.3,78,0,No Failure
623,1,298.4,310.2,1725,32,80,0,No Failure
624,3,298.4,310.1,1926,23.7,83,0,No Failure
625,2,298.3,310.1,1509,37.6,85,0,No Failure
626,3,298.3,310.1,1545,36.3,90,0,No Failure
627,3,298.4,310.1,1533,35.2,92,0,No Failure
628,3,298.4,310.1,1455,42.2,94,0,No Failure
629,1,298.4,310.1,1335,57.8,96,0,No Failure
630,3,298.3,310.1,1523,45.9,99,0,No Failure
631,3,298.3,310,1460,47.6,101,0,No Failure
632,3,298.4,310,1554,37.3,103,0,No Failure
633,2,298.3,310,1419,47.1,105,0,No Failure
634,3,298.3,310,1442,43.9,110,0,No Failure
635,3,298.3,309.9,1507,41.6,112,0,No Failure
636,3,298.3,310,1858,23.9,114,0,No Failure
637,3,298.3,309.9,1463,43.9,116,0,No Failure
638,3,298.2,309.7,1585,37.4,118,0,No Failure
639,3,298,309.6,1536,37.3,120,0,No Failure
640,3,298,309.6,1403,51.3,122,0,No Failure
641,1,297.9,309.6,1515,38.8,124,0,No Failure
642,3,297.9,309.5,1390,47.9,127,0,No Failure
643,1,297.8,309.4,1226,58.7,129,0,No Failure
644,1,297.8,309.4,1495,36.5,132,0,No Failure
645,2,297.7,309.4,1608,30.2,135,0,No Failure
646,3,297.7,309.4,1392,44.1,140,0,No Failure
647,1,297.7,309.4,1461,43.7,142,0,No Failure
648,3,297.7,309.3,1559,36.9,145,0,No Failure
649,2,297.7,309.3,1400,48.9,147,0,No Failure
650,1,297.7,309.2,1732,28.8,152,0,No Failure
651,3,297.6,309.2,1611,33.1,155,0,No Failure
652,3,297.6,309.1,1503,38.9,157,0,No Failure
653,3,297.7,309.2,1391,44.5,159,0,No Failure
654,3,297.8,309.3,2015,20.1,161,0,No Failure
655,3,297.8,309.2,1683,30.9,163,0,No Failure
656,3,297.7,309.1,1435,38.8,165,0,No Failure
657,1,297.7,309.1,1732,28.1,167,0,No Failure
658,3,297.7,309.2,1365,58.6,170,0,No Failure
659,3,297.7,309.1,1562,36.8,172,0,No Failure
660,3,297.6,309.1,1449,49.1,174,0,No Failure
661,1,297.7,309.2,1700,27.4,176,0,No Failure
662,1,297.6,309,1427,45.6,179,0,No Failure
663,1,297.6,308.9,1479,38.1,182,0,No Failure
664,3,297.5,308.9,1469,44,185,0,No Failure
665,3,297.5,308.9,1390,47.4,187,0,No Failure
666,3,297.5,308.9,1729,28.1,189,0,No Failure
667,3,297.5,309,1470,43.5,191,0,No Failure
668,3,297.5,308.9,1459,48.5,193,0,No Failure
669,3,297.5,308.9,1738,24,195,0,No Failure
670,2,297.5,308.9,1471,37.7,197,0,No Failure
671,3,297.6,309,1822,25.4,202,0,No Failure
672,3,297.5,308.9,1554,34.8,204,0,No Failure
673,1,297.6,308.9,1433,43.2,206,0,No Failure
674,3,297.6,308.9,1449,47.7,209,0,No Failure
675,3,297.8,309,1456,41.2,0,0,No Failure
676,1,297.8,309.1,1424,45.5,2,0,No Failure
677,2,297.9,309.2,1577,34.7,5,0,No Failure
678,3,297.9,309.2,1478,39.7,10,0,No Failure
679,1,297.8,309.2,1295,61.2,12,0,No Failure
680,3,297.8,309.2,1372,47.3,15,0,No Failure
681,1,297.8,309.1,1432,42.6,17,0,No Failure
682,1,297.7,309,1656,33.2,20,0,No Failure
683,2,297.8,309,1410,48.8,23,0,No Failure
684,3,297.7,309,1874,24.4,28,0,No Failure
685,3,297.7,309,1538,43.2,30,0,No Failure
686,1,297.7,309,1636,29.7,32,0,No Failure
687,1,297.7,309,1504,40.4,35,0,No Failure
688,1,297.7,309,1531,42.4,38,0,No Failure
689,2,297.6,309,1735,26.4,41,0,No Failure
690,2,297.6,309,1354,55.6,46,0,No Failure
691,2,297.6,309,1413,40.2,51,0,No Failure
692,3,297.7,309.1,1563,39.3,56,0,No Failure
693,3,297.7,309.1,1479,42.1,58,0,No Failure
694,3,297.7,309.1,1477,38.3,60,0,No Failure
695,3,297.6,309.1,1394,50,62,0,No Failure
696,3,297.6,309,1487,45.4,64,0,No Failure
697,1,297.6,309,1815,25.3,66,0,No Failure
698,1,297.6,308.8,1453,39.7,69,0,No Failure
699,3,297.6,308.8,1539,40.2,72,0,No Failure
700,2,297.5,308.7,1416,39.2,74,0,No Failure
701,1,297.6,308.8,1683,31.6,79,0,No Failure
702,3,297.7,308.8,1515,40.1,82,0,No Failure
703,1,297.7,308.9,1531,48.3,84,0,No Failure
704,2,297.7,308.9,1479,40.9,87,0,No Failure
705,3,297.7,308.9,1516,33.7,92,0,No Failure
706,3,297.7,309,1507,38.2,94,0,No Failure
707,1,297.8,309,1434,43.3,96,0,No Failure
708,3,297.7,308.9,1838,27.3,99,0,No Failure
709,1,297.6,308.8,1416,45.9,101,0,No Failure
710,1,297.6,308.8,1357,49.7,104,0,No Failure
711,1,297.5,308.7,1697,28.1,107,0,No Failure
712,3,297.5,308.7,1443,46.2,110,0,No Failure
713,3,297.5,308.7,1453,37.6,112,0,No Failure
714,3,297.4,308.6,1439,46.4,114,0,No Failure
715,3,297.4,308.6,1609,36.2,116,0,No Failure
716,3,297.4,308.6,1324,59.1,118,0,No Failure
717,2,297.4,308.6,1420,45.8,120,0,No Failure
718,3,297.4,308.7,1545,36.9,125,0,No Failure
719,3,297.5,308.8,1477,39,127,0,No Failure
720,3,297.4,308.8,1447,58.1,129,0,No Failure
721,3,297.4,308.9,1809,23.8,131,0,No Failure
722,3,297.5,308.9,1696,30.9,133,0,No Failure
723,3,297.5,308.9,1427,44.7,135,0,No Failure
724,1,297.4,308.9,1500,46.3,137,0,No Failure
725,3,297.5,308.9,1390,44.6,140,0,No Failure
726,3,297.4,308.8,1640,34.2,142,0,No Failure
727,1,297.4,308.8,1628,37.4,144,0,No Failure
728,2,297.3,308.6,1499,37.6,147,0,No Failure
729,1,297.4,308.7,1425,50.3,152,0,No Failure
730,3,297.3,308.6,1586,37.7,155,0,No Failure
731,1,297.3,308.6,1471,50.7,157,0,No Failure
732,1,297.3,308.6,1431,53,160,0,No Failure
733,3,297.2,308.6,1924,22.1,163,0,No Failure
734,1,297.1,308.4,1421,42,165,0,No Failure
735,2,297,308.4,1305,54.6,168,0,No Failure
736,3,296.9,308.4,1557,32.4,173,0,No Failure
737,3,296.9,308.3,1555,38.2,175,0,No Failure
738,2,296.9,308.3,1474,39.2,177,0,No Failure
739,3,296.8,308.3,1506,45.9,182,0,No Failure
740,3,296.9,308.4,1390,41.8,184,0,No Failure
741,1,296.9,308.4,1450,46.9,186,0,No Failure
742,3,296.9,308.3,1513,38.8,189,0,No Failure
743,3,296.8,308.2,1643,34.7,191,0,No Failure
744,3,296.8,308.2,1361,53.8,193,0,No Failure
745,3,296.7,308.1,1450,40.9,195,0,No Failure
746,3,296.7,308,1451,50.7,197,0,No Failure
747,3,296.8,308.1,1289,62,199,1,Overstrain Failure
748,3,296.8,308.1,1356,48.3,201,0,No Failure
749,2,296.7,308.1,1528,46.3,203,0,No Failure
750,3,296.6,308,1978,22.3,208,0,No Failure
751,3,296.7,308,1535,36.8,210,0,No Failure
752,1,296.8,308.1,1843,24.2,212,0,No Failure
753,3,296.9,308.1,1422,48.7,215,0,No Failure
754,3,296.8,308,1536,40.4,217,0,No Failure
755,1,296.9,308.1,1483,44.3,219,0,No Failure
756,2,296.8,308.1,1492,43.7,222,0,No Failure
757,3,296.8,308,1584,40.4,227,0,No Failure
758,3,296.9,308.1,1555,33.7,229,0,No Failure
759,3,296.8,308,1497,41.7,231,0,No Failure
760,1,296.7,307.8,1537,36.3,233,0,No Failure
761,3,296.7,307.8,1505,39.4,236,0,No Failure
762,3,296.7,307.8,1646,34.6,238,0,No Failure
763,1,296.7,307.8,1286,60.5,0,0,No Failure
764,3,296.7,307.8,1400,47.5,3,0,No Failure
765,3,296.8,307.9,1337,56.5,5,0,No Failure
766,3,296.9,308,1332,53.9,7,0,No Failure
767,3,296.8,308,1561,38.3,9,0,No Failure
768,3,296.9,308,1546,31.1,11,0,No Failure
769,3,296.9,308,1713,29.3,13,0,No Failure
770,3,296.9,308,1343,44.5,15,0,No Failure
771,3,296.8,308,1391,54.4,17,0,No Failure
772,2,296.8,308,1311,58.6,19,0,No Failure
773,2,296.8,308,1453,51,24,0,No Failure
774,3,296.8,308,1510,39.4,29,0,No Failure
775,3,296.8,307.9,1448,48.8,31,0,No Failure
776,3,296.7,307.8,1453,46,33,0,No Failure
777,3,296.7,307.8,1468,39.2,35,0,No Failure
778,3,296.7,307.8,1382,47.5,37,0,No Failure
779,3,296.7,308,1580,32.2,39,0,No Failure
780,3,296.8,308,1666,29.8,41,0,No Failure
781,1,296.9,308,1409,50.7,43,0,No Failure
782,3,296.8,308,1675,29.7,46,0,No Failure
783,3,296.8,307.9,1698,30.8,48,0,No Failure
784,2,296.7,307.9,1579,33.4,50,0,No Failure
785,3,296.7,307.9,1743,27.9,55,0,No Failure
786,1,296.9,308,1497,44.8,57,0,No Failure
787,3,296.9,308.1,1741,28.8,60,0,No Failure
788,3,296.9,308.1,1435,45.3,62,0,No Failure
789,1,296.9,308.1,1440,46.3,64,0,No Failure
790,1,296.9,308,1641,33.3,67,0,No Failure
791,3,296.8,307.9,1420,45.4,70,0,No Failure
792,3,296.8,307.9,1611,35.4,72,0,No Failure
793,3,296.8,307.8,1373,42.9,74,0,No Failure
794,1,296.8,307.9,1683,31.8,76,0,No Failure
795,2,296.9,307.9,1547,32.6,79,0,No Failure
796,3,296.9,307.8,1605,37,84,0,No Failure
797,1,296.9,307.9,2010,18.9,86,0,No Failure
798,3,296.8,307.7,1565,40.1,89,0,No Failure
799,1,296.9,307.8,1828,24.6,91,0,No Failure
800,1,297,307.8,1579,34.1,94,0,No Failure
801,1,297,307.9,1882,24.2,97,0,No Failure
802,3,296.9,307.8,1285,52.1,100,0,No Failure
803,3,296.9,307.8,1571,35,102,0,No Failure
804,2,296.9,307.8,1549,37.8,104,0,No Failure
805,1,296.9,307.8,1544,37.6,109,0,No Failure
806,1,297,307.9,1412,47.4,112,0,No Failure
807,1,297,307.9,1422,53,115,0,No Failure
808,3,297,307.7,1867,22.8,118,0,No Failure
809,3,296.9,307.7,1424,43.3,120,0,No Failure
810,3,296.9,307.6,1452,45.7,122,0,No Failure
811,3,296.9,307.7,1550,39.7,124,0,No Failure
812,3,296.8,307.6,1588,37.6,126,0,No Failure
813,3,296.8,307.6,1338,44.4,128,0,No Failure
814,3,296.8,307.6,1513,40,130,0,No Failure
815,1,296.8,307.5,1470,45.9,132,0,No Failure
816,1,296.8,307.5,1516,36.7,135,0,No Failure
817,3,296.8,307.6,1434,48.3,138,0,No Failure
818,3,296.8,307.6,1368,52,140,0,No Failure
819,3,296.8,307.6,1304,48.7,142,0,No Failure
820,3,296.8,307.6,1398,46.7,144,0,No Failure
821,3,296.7,307.6,1516,37.4,146,0,No Failure
822,3,296.7,307.6,1474,41.7,148,0,No Failure
823,1,296.7,307.6,1547,34.7,150,0,No Failure
824,1,296.6,307.5,1482,39.9,153,0,No Failure
825,3,296.6,307.4,1436,42.8,156,0,No Failure
826,3,296.6,307.3,1474,40,158,0,No Failure
827,3,296.5,307.2,1481,38.2,160,0,No Failure
828,3,296.5,307.3,1501,42.1,162,0,No Failure
829,3,296.5,307.3,1566,37.2,164,0,No Failure
830,3,296.5,307.3,1579,34.5,166,0,No Failure
831,3,296.6,307.4,1631,35,168,0,No Failure
832,1,296.6,307.4,1544,42.3,170,0,No Failure
833,3,296.6,307.4,1521,38.6,173,0,No Failure
834,3,296.6,307.4,1616,28,175,0,No Failure
835,2,296.6,307.4,1333,50.2,177,0,No Failure
836,1,296.7,307.4,1533,32.5,182,0,No Failure
837,3,296.6,307.4,1368,45.1,185,0,No Failure
838,3,296.6,307.4,1465,47.8,187,0,No Failure
839,2,296.6,307.4,1406,41.5,189,0,No Failure
840,1,296.5,307.4,1565,43.5,194,0,No Failure
841,3,296.6,307.5,1582,37.9,197,0,No Failure
842,3,296.6,307.5,1439,45.5,199,0,No Failure
843,1,296.6,307.5,1566,35,201,0,No Failure
844,3,296.6,307.5,1485,42.7,204,0,No Failure
845,3,296.5,307.5,1566,35.1,206,0,No Failure
846,3,296.3,307.3,1439,41.5,208,0,No Failure
847,1,296.4,307.4,1416,50,210,0,No Failure
848,3,296.4,307.4,2833,5.6,213,1,Power Failure
849,3,296.3,307.4,1465,47.1,215,0,No Failure
850,2,296.4,307.4,1586,35.5,0,0,No Failure
851,3,296.3,307.3,1567,31.4,5,0,No Failure
852,1,296.2,307.2,1389,48.6,7,0,No Failure
853,1,296.3,307.3,1368,49.5,10,0,No Failure
854,3,296.3,307.3,1444,49,13,0,No Failure
855,1,296.3,307.3,1498,41.6,15,0,No Failure
856,3,296.1,307.2,1615,30.8,18,0,No Failure
857,3,296.1,307.1,1898,22.7,20,0,No Failure
858,1,296.1,307.1,1350,53.3,22,0,No Failure
859,1,296.2,307,1516,37.6,25,0,No Failure
860,2,296.2,307,1542,40.6,28,0,No Failure
861,2,296.1,306.9,1541,32.6,33,0,No Failure
862,1,296.1,306.9,1951,23.3,38,0,No Failure
863,2,296.1,306.8,1645,31,41,0,No Failure
864,3,296,306.7,1416,44.2,46,0,No Failure
865,1,296,306.7,2044,22.3,48,0,No Failure
866,3,295.9,306.6,1414,50.2,51,0,No Failure
867,3,295.9,306.6,1678,26.7,53,0,No Failure
868,2,295.9,306.5,1594,33.2,55,0,No Failure
869,1,295.8,306.5,1514,37.7,60,0,No Failure
870,3,295.8,306.5,1358,49.2,63,0,No Failure
871,3,295.8,306.4,1325,56.2,65,0,No Failure
872,3,295.8,306.4,1339,53.2,67,0,No Failure
873,1,295.8,306.4,1335,51.7,69,0,No Failure
874,3,295.9,306.4,1892,21.7,72,0,No Failure
875,3,295.9,306.4,1575,28.5,74,0,No Failure
876,1,295.8,306.3,1444,45.5,76,0,No Failure
877,3,295.7,306.3,1915,22.4,79,0,No Failure
878,1,295.6,306.2,1584,33.6,81,0,No Failure
879,1,295.7,306.3,1685,34.9,84,0,No Failure
880,3,295.8,306.3,1337,54.6,87,0,No Failure
881,1,295.8,306.3,1235,76.2,89,1,Power Failure
882,3,295.7,306.2,1464,46.2,92,0,No Failure
883,1,295.7,306.2,1739,25.9,94,0,No Failure
884,3,295.7,306.3,1490,34.3,97,0,No Failure
885,3,295.8,306.4,1356,48,99,0,No Failure
886,3,295.7,306.2,1397,52,101,0,No Failure
887,3,295.7,306.2,1458,40.6,103,0,No Failure
888,2,295.7,306.2,2161,16.5,105,0,No Failure
889,1,295.6,306.1,1651,28.1,110,0,No Failure
890,3,295.6,306.1,1389,46.2,113,0,No Failure
891,3,295.6,306,1370,52.4,115,0,No Failure
892,3,295.7,306.1,1408,47.9,117,0,No Failure
893,3,295.7,306.1,1343,54.4,119,0,No Failure
894,1,295.7,306.2,1423,42.5,121,0,No Failure
895,3,295.6,306.2,1426,48.6,124,0,No Failure
896,1,295.6,306.2,1435,51.6,126,0,No Failure
897,3,295.5,306.1,1573,35.1,129,0,No Failure
898,3,295.6,306.2,1612,31.2,131,0,No Failure
899,3,295.6,306.2,1446,49.9,133,0,No Failure
900,2,295.6,306.2,1329,55.3,135,0,No Failure
901,3,295.6,306.2,1569,35.1,140,0,No Failure
902,2,295.6,306.1,1256,62.3,142,0,No Failure
903,3,295.6,306.1,1383,48.7,147,0,No Failure
904,3,295.7,306.2,2270,14.6,149,1,Power Failure
905,2,295.7,306.2,1458,49.8,151,0,No Failure
906,3,295.6,306.1,1474,41.2,156,0,No Failure
907,1,295.6,306.1,1462,49.2,158,0,No Failure
908,1,295.6,306.1,1669,29,161,0,No Failure
909,1,295.5,306.1,1822,24.3,164,0,No Failure
910,3,295.5,306,1456,39.2,167,0,No Failure
911,3,295.5,306,1546,35.9,169,0,No Failure
912,1,295.6,306.1,1490,42.7,171,0,No Failure
913,3,295.6,306,1569,40.4,174,0,No Failure
914,3,295.5,306,1621,29.5,176,0,No Failure
915,1,295.4,305.9,1518,40.6,178,0,No Failure
916,1,295.4,305.8,1526,38.2,181,0,No Failure
917,1,295.3,305.8,1589,36.2,184,0,No Failure
918,3,295.3,305.7,1475,51,187,0,No Failure
919,1,295.3,305.7,1473,38.5,189,0,No Failure
920,3,295.4,305.8,1407,50.7,192,0,No Failure
921,1,295.5,305.9,1518,44.1,194,0,No Failure
922,2,295.5,305.9,1593,37.2,197,0,No Failure
923,1,295.5,305.9,1380,52.4,202,0,No Failure
924,1,295.5,306,1423,45.3,205,0,No Failure
925,3,295.5,306,1800,27.6,208,0,No Failure
926,2,295.6,306.1,1623,30.9,210,0,No Failure
927,3,295.6,306.1,1372,55.6,215,1,Overstrain Failure
928,2,295.6,306,1396,52.4,0,0,No Failure
929,3,295.6,306,1949,21.9,5,0,No Failure
930,3,295.6,306,1419,51.1,7,0,No Failure
931,1,295.5,305.9,1453,47.3,9,0,No Failure
932,3,295.5,305.9,1542,36.2,12,0,No Failure
933,3,295.6,306,1363,50,14,0,No Failure
934,3,295.5,306,1597,37.2,16,0,No Failure
935,1,295.5,306,1326,50.8,18,0,No Failure
936,1,295.5,306,1641,36.6,21,0,No Failure
937,1,295.6,306.1,1418,46.2,24,0,No Failure
938,3,295.6,306.2,1263,61.8,27,0,No Failure
939,3,295.6,306.2,1823,25.8,29,0,No Failure
940,3,295.5,306.1,1488,40.7,31,0,No Failure
941,3,295.6,306.2,1443,48.9,33,0,No Failure
942,3,295.6,306.2,1650,28.2,35,0,No Failure
943,1,295.7,306.3,1462,44.3,37,0,No Failure
944,1,295.6,306.2,1477,45,40,0,No Failure
945,1,295.7,306.3,1712,28.5,43,0,No Failure
946,1,295.7,306.3,1347,50.4,46,0,No Failure
947,3,295.6,306.2,1287,54.8,49,0,No Failure
948,3,295.6,306.2,1428,44.5,51,0,No Failure
949,1,295.6,306.3,1426,45.5,53,0,No Failure
950,3,295.6,306.3,1636,32.7,56,0,No Failure
951,3,295.6,306.2,1424,42.5,58,0,No Failure
952,2,295.6,306.3,1509,35.8,60,0,No Failure
953,3,295.5,306.2,1448,48.9,65,0,No Failure
954,3,295.5,306.1,1650,32.8,67,0,No Failure
955,2,295.6,306.2,1414,42.5,69,0,No Failure
956,3,295.6,306.3,1911,20.9,74,0,No Failure
957,2,295.6,306.2,1632,32.2,76,0,No Failure
958,1,295.7,306.4,1387,40.1,81,0,No Failure
959,3,295.8,306.4,1399,47.6,84,0,No Failure
960,3,295.8,306.5,1505,35.2,86,0,No Failure
961,3,295.8,306.5,1534,37.9,88,0,No Failure
962,3,295.8,306.5,1493,40.5,90,0,No Failure
963,1,295.8,306.6,1480,43.2,92,0,No Failure
964,3,295.8,306.6,1621,31.6,95,0,No Failure
965,3,295.7,306.5,1737,26.2,97,0,No Failure
966,3,295.8,306.6,1508,46.5,99,0,No Failure
967,1,295.8,306.5,1641,32.2,101,0,No Failure
968,1,295.9,306.6,1532,38.6,104,0,No Failure
969,3,295.9,306.7,1547,40.9,107,0,No Failure
970,3,295.9,306.6,1412,41,109,0,No Failure
971,3,295.8,306.5,1568,35.1,111,0,No Failure
972,3,295.9,306.6,1557,41.1,113,0,No Failure
973,3,295.8,306.6,1644,35.2,115,0,No Failure
974,3,295.9,306.6,1679,30.4,117,0,No Failure
975,3,296,306.6,1511,35.2,119,0,No Failure
976,1,296,306.6,1628,36.8,121,0,No Failure
977,1,296,306.6,1392,51.3,124,0,No Failure
978,3,296,306.7,1917,21,127,0,No Failure
979,1,296.2,306.8,1526,42.3,129,0,No Failure
980,3,296.2,306.8,1389,53.3,132,0,No Failure
981,3,296.1,306.7,1409,42.8,134,0,No Failure
982,3,296.2,306.8,1655,31.1,136,0,No Failure
983,3,296.2,306.9,1516,39.1,138,0,No Failure
984,3,296.2,306.9,1526,34.9,140,0,No Failure
985,3,296.3,307.1,1419,48.6,142,0,No Failure
986,3,296.4,307.2,1748,25.3,144,0,No Failure
987,2,296.4,307.1,1638,32.5,146,0,No Failure
988,1,296.3,307.1,1534,33.8,151,0,No Failure
989,2,296.3,307.1,1774,25.9,154,0,No Failure
990,1,296.2,307,2119,18.3,159,0,No Failure
991,3,296.2,307,1414,48.3,162,0,No Failure
992,1,296.1,307,1523,42,164,0,No Failure
993,3,296.1,307.1,1651,35.7,167,0,No Failure
994,1,296.1,307.1,1485,36,169,0,No Failure
995,1,296.2,307.2,1168,63.4,172,0,No Failure
996,3,296.3,307.3,1566,35.8,175,0,No Failure
997,1,296.3,307.2,1286,51.1,177,0,No Failure
998,1,296.3,307.2,1446,45.9,180,0,No Failure
999,1,296.4,307.2,2071,19.4,183,0,No Failure
