UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
428,1,297.5,308.5,1496,42.2,22,0,0,0,0,0,0
429,1,297.6,308.6,1595,36.9,25,0,0,0,0,0,0
430,2,297.5,308.6,1208,62.3,28,0,0,0,0,0,0
431,2,297.5,308.6,1596,37.1,30,0,0,0,0,0,0
432,2,297.5,308.5,1446,41.9,32,0,0,0,0,0,0
433,1,297.6,308.5,1466,39.7,34,0,0,0,0,0,0
434,1,297.6,308.5,1848,23.7,37,0,0,0,0,0,0
435,1,297.5,308.5,1484,44.7,40,0,0,0,0,0,0
436,2,297.4,308.3,1493,41.2,43,0,0,0,0,0,0
437,2,297.3,308.3,1504,36.3,45,0,0,0,0,0,0
438,2,297.3,308.3,1538,38.5,47,0,0,0,0,0,0
439,2,297.4,308.4,1341,52.2,49,0,0,0,0,0,0
440,1,297.4,308.3,1535,34.6,51,0,0,0,0,0,0
441,2,297.4,308.5,1389,39.2,54,0,0,0,0,0,0
442,3,297.5,308.5,1393,46.6,56,0,0,0,0,0,0
443,2,297.4,308.5,1399,61.5,61,1,0,0,1,0,0
444,3,297.4,308.5,1469,45.1,63,0,0,0,0,0,0
445,2,297.4,308.4,1582,37.2,68,0,0,0,0,0,0
446,2,297.5,308.6,1793,26.7,70,0,0,0,0,0,0
447,2,297.5,308.6,1452,39,72,0,0,0,0,0,0
448,1,297.6,308.7,1376,59.9,74,0,0,0,0,0,0
449,2,297.5,308.6,1552,44.9,77,0,0,0,0,0,0
450,2,297.6,308.7,1622,37.9,79,0,0,0,0,0,0
451,1,297.6,308.7,1419,41.7,81,0,0,0,0,0,0
452,3,297.5,308.6,1440,46.1,84,0,0,0,0,0,0
453,1,297.4,308.6,1643,31,89,0,0,0,0,0,0
454,2,297.4,308.7,1510,36.2,92,0,0,0,0,0,0
455,2,297.4,308.7,1468,46.6,94,0,0,0,0,0,0
456,2,297.4,308.7,1429,57.4,96,0,0,0,0,0,0
457,3,297.3,308.7,1478,47.6,98,0,0,0,0,0,0
458,2,297.4,308.6,1276,53.6,103,0,0,0,0,0,0
459,2,297.3,308.6,1486,42.6,105,0,0,0,0,0,0
460,2,297.4,308.6,1476,42.3,107,0,0,0,0,0,0
461,3,297.3,308.6,1431,42,109,0,0,0,0,0,0
462,2,297.4,308.7,1402,40.2,114,0,0,0,0,0,0
463,2,297.4,308.7,1433,43.4,116,0,0,0,0,0,0
464,2,297.4,308.7,2874,4.2,118,1,0,0,1,0,0
465,2,297.3,308.6,1511,35.7,120,0,0,0,0,0,0
466,1,297.3,308.6,1456,42.9,122,0,0,0,0,0,0
467,2,297.2,308.5,1550,41.5,125,0,0,0,0,0,0
468,2,297.2,308.5,2182,16.5,127,0,0,0,0,0,0
469,2,297.3,308.7,1619,31.6,129,0,0,0,0,0,0
470,1,297.3,308.8,1586,32.7,131,0,0,0,0,0,0
471,3,297.3,308.8,1499,44.2,134,0,0,0,0,0,0
472,3,297.3,308.8,1419,42.4,139,0,0,0,0,0,0
473,1,297.4,309,1497,41.8,144,0,0,0,0,0,0
474,1,297.4,309,1520,37,147,0,0,0,0,0,0
475,2,297.4,309.1,1478,49.8,150,0,0,0,0,0,0
476,2,297.4,309.1,1380,41.1,152,0,0,0,0,0,0
477,2,297.4,309,1570,37.9,154,0,0,0,0,0,0
478,3,297.4,309,1468,41.4,156,0,0,0,0,0,0
479,2,297.4,309,1833,22.6,161,0,0,0,0,0,0
480,1,297.4,308.9,1323,57.3,163,0,0,0,0,0,0
481,2,297.4,309,1583,32,166,0,0,0,0,0,0
482,1,297.3,309,1556,39.5,168,0,0,0,0,0,0
483,2,297.3,309,1548,37.4,171,0,0,0,0,0,0
484,2,297.4,309,1324,56.9,173,0,0,0,0,0,0
485,2,297.4,309,1568,33.7,175,0,0,0,0,0,0
486,1,297.4,309,1685,30.7,177,0,0,0,0,0,0
487,1,297.4,309.1,1582,35.9,180,0,0,0,0,0,0
488,1,297.4,309.1,1463,35,183,0,0,0,0,0,0
489,2,297.4,309.2,1584,42.8,186,0,0,0,0,0,0
490,1,297.5,309.2,1347,55.8,188,0,0,0,0,0,0
491,2,297.4,309.2,1459,37.9,191,0,0,0,0,0,0
492,2,297.4,309.2,1420,45.6,193,0,0,0,0,0,0
493,2,297.5,309.3,1404,43.5,195,0,0,0,0,0,0
494,2,297.5,309.3,1470,38.8,197,0,0,0,0,0,0
495,2,297.6,309.4,1326,49.8,199,0,0,0,0,0,0
496,3,297.5,309.3,1459,49.7,201,0,0,0,0,0,0
497,1,297.5,309.2,1530,40,206,0,0,0,0,0,0
498,2,297.4,309,1505,39.2,209,0,0,0,0,0,0
499,2,297.5,309.1,1611,30.2,211,0,0,0,0,0,0
500,2,297.5,309.1,1515,35.1,213,0,0,0,0,0,0
501,1,297.5,309.2,1804,27.4,215,0,0,0,0,0,0
502,1,297.6,309.3,1464,46.2,218,0,0,0,0,0,0
503,2,297.6,309.2,1390,43.3,221,0,0,0,0,0,0
504,1,297.6,309.2,1442,48.1,0,0,0,0,0,0,0
505,1,297.6,309.3,1529,41.9,3,0,0,0,0,0,0
506,2,297.6,309.3,1610,35,6,0,0,0,0,0,0
507,2,297.6,309.3,1543,34.3,8,0,0,0,0,0,0
508,3,297.8,309.4,1445,48.2,10,0,0,0,0,0,0
509,2,297.7,309.3,1893,24.6,15,0,0,0,0,0,0
510,1,297.6,309.3,1415,41.3,17,0,0,0,0,0,0
511,2,297.5,309.3,1564,37.5,20,0,0,0,0,0,0
512,2,297.5,309.3,1479,39.4,22,0,0,0,0,0,0
513,2,297.5,309.2,1426,44.8,24,0,0,0,0,0,0
514,2,297.4,309.2,1428,38.8,26,0,0,0,0,0,0
515,2,297.4,309.2,1620,33.2,28,0,0,0,0,0,0
516,2,297.5,309.2,1715,28,30,0,0,0,0,0,0
517,2,297.5,309.3,1732,29.9,32,0,0,0,0,0,0
518,1,297.5,309.4,1391,58.2,34,0,0,0,0,0,0
519,2,297.6,309.5,1924,20.6,37,0,0,0,0,0,0
520,1,297.7,309.5,2027,19.8,39,0,0,0,0,0,0
521,2,297.6,309.5,1617,36.2,42,0,0,0,0,0,0
522,2,297.5,309.4,1497,35.8,44,0,0,0,0,0,0
523,1,297.5,309.5,1448,43.7,46,0,0,0,0,0,0
524,2,297.4,309.4,1401,45.9,49,0,0,0,0,0,0
525,2,297.4,309.4,1620,35.4,51,0,0,0,0,0,0
526,2,297.4,309.4,1466,45.5,53,0,0,0,0,0,0
527,2,297.6,309.5,1373,50.6,55,0,0,0,0,0,0
528,1,297.6,309.6,1592,35.8,57,0,0,0,0,0,0
529,1,297.5,309.5,1553,42.4,60,0,0,0,0,0,0
530,2,297.6,309.5,1569,36.2,63,0,0,0,0,0,0
531,1,297.6,309.5,1709,32.2,65,0,0,0,0,0,0
532,2,297.6,309.5,1549,34.9,68,0,0,0,0,0,0
533,2,297.5,309.4,1443,45.4,70,0,0,0,0,0,0
534,2,297.5,309.3,1675,29.8,72,0,0,0,0,0,0
535,2,297.5,309.3,1623,33.4,74,0,0,0,0,0,0
536,3,297.4,309.3,1365,52.4,76,0,0,0,0,0,0
537,2,297.4,309.3,1759,24.8,81,0,0,0,0,0,0
538,3,297.4,309.3,1516,43,83,0,0,0,0,0,0
539,1,297.4,309.3,1499,36.8,88,0,0,0,0,0,0
540,1,297.4,309.3,1775,25.8,91,0,0,0,0,0,0
541,2,297.4,309.4,1473,45.5,94,0,0,0,0,0,0
542,2,297.4,309.4,1296,52.3,96,0,0,0,0,0,0
543,2,297.5,309.4,1803,24.7,98,0,0,0,0,0,0
544,3,297.5,309.3,1563,36.1,100,0,0,0,0,0,0
545,1,297.5,309.4,1831,26.6,105,0,0,0,0,0,0
546,2,297.6,309.4,1958,22.1,108,0,0,0,0,0,0
547,2,297.5,309.4,1809,24.3,110,0,0,0,0,0,0
548,1,297.5,309.4,1482,39.3,112,0,0,0,0,0,0
549,2,297.4,309.3,1332,53.2,115,0,0,0,0,0,0
550,2,297.4,309.2,1437,40.4,117,0,0,0,0,0,0
551,2,297.4,309.2,1698,29.4,119,0,0,0,0,0,0
552,2,297.4,309.2,1274,54.3,121,0,0,0,0,0,0
553,1,297.4,309.3,1622,35,123,0,0,0,0,0,0
554,1,297.4,309.3,1564,36,126,0,0,0,0,0,0
555,3,297.5,309.4,1368,45.3,129,0,0,0,0,0,0
556,1,297.4,309.4,1539,42.2,134,0,0,0,0,0,0
557,2,297.5,309.4,1357,50.1,137,0,0,0,0,0,0
558,1,297.5,309.4,1433,48.3,139,0,0,0,0,0,0
559,2,297.5,309.4,1650,34.6,142,0,0,0,0,0,0
560,2,297.5,309.4,1503,40.6,144,0,0,0,0,0,0
561,2,297.5,309.4,1318,58.2,146,0,0,0,0,0,0
562,1,297.5,309.4,1678,34.4,148,0,0,0,0,0,0
563,2,297.6,309.5,1574,30.9,151,0,0,0,0,0,0
564,2,297.7,309.6,1529,35.2,153,0,0,0,0,0,0
565,3,297.6,309.6,1669,32.1,155,0,0,0,0,0,0
566,3,297.7,309.7,1570,35.8,160,0,0,0,0,0,0
567,1,297.6,309.7,1541,33.7,165,0,0,0,0,0,0
568,1,297.7,309.7,1680,30.2,168,0,0,0,0,0,0
569,2,297.8,309.7,1935,22.1,171,0,0,0,0,0,0
570,1,297.7,309.6,1596,35.2,173,0,0,0,0,0,0
571,2,297.7,309.7,1498,41,176,0,0,0,0,0,0
572,1,297.8,309.8,1676,29,178,0,0,0,0,0,0
573,2,297.8,309.9,1351,49,181,0,0,0,0,0,0
574,2,297.9,309.9,1472,45,183,0,0,0,0,0,0
575,1,297.9,310,1439,41.7,185,0,0,0,0,0,0
576,1,297.9,309.9,1410,55.4,188,0,0,0,0,0,0
577,3,297.7,309.7,1440,51.1,191,0,0,0,0,0,0
578,2,297.7,309.7,1591,37.7,196,0,0,0,0,0,0
579,2,297.8,309.8,1533,36.8,198,0,0,0,0,0,0
580,1,297.8,309.7,1700,31.3,200,0,0,0,0,0,0
581,1,297.8,309.8,1798,25.5,203,0,0,0,0,0,0
582,2,297.8,309.7,1394,42.9,206,0,0,0,0,0,0
583,2,297.8,309.7,1341,49.2,208,0,0,0,0,0,0
584,3,297.7,309.6,1697,32.2,210,0,0,0,0,0,0
585,3,297.6,309.6,1419,48.2,215,0,0,0,0,0,0
586,2,297.6,309.5,2001,20.5,220,0,0,0,0,0,0
587,2,297.6,309.6,1501,49.8,222,1,0,0,0,1,0
588,3,297.6,309.5,1623,33.1,224,0,0,0,0,0,0
589,2,297.6,309.4,1628,33.4,229,0,0,0,0,0,0
590,2,297.6,309.4,1491,40.2,231,0,0,0,0,0,0
591,2,297.5,309.4,1517,36.7,233,0,0,0,0,0,0
592,3,297.5,309.3,1525,41.7,235,0,0,0,0,0,0
593,3,297.5,309.5,1668,27.9,240,0,0,0,0,0,0
594,2,297.5,309.6,1312,50.7,0,0,0,0,0,0,0
595,3,297.6,309.6,1278,50.4,2,0,0,0,0,0,0
596,1,297.6,309.6,1330,53.1,7,0,0,0,0,0,0
597,1,297.6,309.6,1530,37.3,10,0,0,0,0,0,0
598,3,297.6,309.6,1428,46.6,13,0,0,0,0,0,0
599,2,297.7,309.6,1480,47.9,18,0,0,0,0,0,0
600,3,297.7,309.7,1616,31.1,20,0,0,0,0,0,0
601,2,297.8,309.7,1547,37.3,25,0,0,0,0,0,0
602,2,297.9,309.7,2194,16.8,27,0,0,0,0,0,0
603,2,297.9,309.8,2000,21.3,29,0,0,0,0,0,0
604,2,297.9,309.8,1336,71.6,31,1,0,0,1,0,0
605,2,297.9,309.9,1542,33.8,33,0,0,0,0,0,0
606,1,297.9,309.8,1693,29.9,35,0,0,0,0,0,0
607,2,297.9,309.8,1461,50.5,38,0,0,0,0,0,0
608,1,298,309.9,1565,33.9,40,0,0,0,0,0,0
609,2,298,309.9,1403,47.7,43,0,0,0,0,0,0
610,2,298.1,309.9,1629,32.5,45,0,0,0,0,0,0
611,2,298.1,310,1534,33.7,47,0,0,0,0,0,0
612,2,298.1,310,1553,40.9,49,0,0,0,0,0,0
613,2,298.1,309.9,1563,32.8,51,0,0,0,0,0,0
614,2,298.1,309.9,1634,30,53,0,0,0,0,0,0
615,1,298,309.9,1445,45.2,55,0,0,0,0,0,0
616,2,298.1,309.9,1642,30.4,58,0,0,0,0,0,0
617,3,298.1,309.9,1686,29.1,60,0,0,0,0,0,0
618,1,298.1,310,1393,43.1,65,0,0,0,0,0,0
619,3,298.2,310,1433,44.2,68,0,0,0,0,0,0
620,2,298.3,310,1507,44.7,73,0,0,0,0,0,0
621,1,298.3,310.1,1389,49.6,75,0,0,0,0,0,0
622,2,298.3,310.1,1408,45.3,78,0,0,0,0,0,0
623,1,298.4,310.2,1725,32,80,0,0,0,0,0,0
624,2,298.4,310.1,1926,23.7,83,0,0,0,0,0,0
625,3,298.3,310.1,1509,37.6,85,0,0,0,0,0,0
626,2,298.3,310.1,1545,36.3,90,0,0,0,0,0,0
627,2,298.4,310.1,1533,35.2,92,0,0,0,0,0,0
628,2,298.4,310.1,1455,42.2,94,0,0,0,0,0,0
629,1,298.4,310.1,1335,57.8,96,0,0,0,0,0,0
630,2,298.3,310.1,1523,45.9,99,0,0,0,0,0,0
631,2,298.3,310,1460,47.6,101,0,0,0,0,0,0
632,2,298.4,310,1554,37.3,103,0,0,0,0,0,0
633,3,298.3,310,1419,47.1,105,0,0,0,0,0,0
634,2,298.3,310,1442,43.9,110,0,0,0,0,0,0
635,2,298.3,309.9,1507,41.6,112,0,0,0,0,0,0
636,2,298.3,310,1858,23.9,114,0,0,0,0,0,0
637,2,298.3,309.9,1463,43.9,116,0,0,0,0,0,0
638,2,298.2,309.7,1585,37.4,118,0,0,0,0,0,0
639,2,298,309.6,1536,37.3,120,0,0,0,0,0,0
640,2,298,309.6,1403,51.3,122,0,0,0,0,0,0
641,1,297.9,309.6,1515,38.8,124,0,0,0,0,0,0
642,2,297.9,309.5,1390,47.9,127,0,0,0,0,0,0
643,1,297.8,309.4,1226,58.7,129,0,0,0,0,0,0
644,1,297.8,309.4,1495,36.5,132,0,0,0,0,0,0
645,3,297.7,309.4,1608,30.2,135,0,0,0,0,0,0
646,2,297.7,309.4,1392,44.1,140,0,0,0,0,0,0
647,1,297.7,309.4,1461,43.7,142,0,0,0,0,0,0
648,2,297.7,309.3,1559,36.9,145,0,0,0,0,0,0
649,3,297.7,309.3,1400,48.9,147,0,0,0,0,0,0
650,1,297.7,309.2,1732,28.8,152,0,0,0,0,0,0
651,2,297.6,309.2,1611,33.1,155,0,0,0,0,0,0
652,2,297.6,309.1,1503,38.9,157,0,0,0,0,0,0
653,2,297.7,309.2,1391,44.5,159,0,0,0,0,0,0
654,2,297.8,309.3,2015,20.1,161,0,0,0,0,0,0
655,2,297.8,309.2,1683,30.9,163,0,0,0,0,0,0
656,2,297.7,309.1,1435,38.8,165,0,0,0,0,0,0
657,1,297.7,309.1,1732,28.1,167,0,0,0,0,0,0
658,2,297.7,309.2,1365,58.6,170,0,0,0,0,0,0
659,2,297.7,309.1,1562,36.8,172,0,0,0,0,0,0
660,2,297.6,309.1,1449,49.1,174,0,0,0,0,0,0
661,1,297.7,309.2,1700,27.4,176,0,0,0,0,0,0
662,1,297.6,309,1427,45.6,179,0,0,0,0,0,0
663,1,297.6,308.9,1479,38.1,182,0,0,0,0,0,0
664,2,297.5,308.9,1469,44,185,0,0,0,0,0,0
665,2,297.5,308.9,1390,47.4,187,0,0,0,0,0,0
666,2,297.5,308.9,1729,28.1,189,0,0,0,0,0,0
667,2,297.5,309,1470,43.5,191,0,0,0,0,0,0
668,2,297.5,308.9,1459,48.5,193,0,0,0,0,0,0
669,2,297.5,308.9,1738,24,195,0,0,0,0,0,0
670,3,297.5,308.9,1471,37.7,197,0,0,0,0,0,0
671,2,297.6,309,1822,25.4,202,0,0,0,0,0,0
672,2,297.5,308.9,1554,34.8,204,0,0,0,0,0,0
673,1,297.6,308.9,1433,43.2,206,0,0,0,0,0,0
674,2,297.6,308.9,1449,47.7,209,0,0,0,0,0,0
675,2,297.8,309,1456,41.2,0,0,0,0,0,0,0
676,1,297.8,309.1,1424,45.5,2,0,0,0,0,0,0
677,3,297.9,309.2,1577,34.7,5,0,0,0,0,0,0
678,2,297.9,309.2,1478,39.7,10,0,0,0,0,0,0
679,1,297.8,309.2,1295,61.2,12,0,0,0,0,0,0
680,2,297.8,309.2,1372,47.3,15,0,0,0,0,0,0
681,1,297.8,309.1,1432,42.6,17,0,0,0,0,0,0
682,1,297.7,309,1656,33.2,20,0,0,0,0,0,0
683,3,297.8,309,1410,48.8,23,0,0,0,0,0,0
684,2,297.7,309,1874,24.4,28,0,0,0,0,0,0
685,2,297.7,309,1538,43.2,30,0,0,0,0,0,0
686,1,297.7,309,1636,29.7,32,0,0,0,0,0,0
687,1,297.7,309,1504,40.4,35,0,0,0,0,0,0
688,1,297.7,309,1531,42.4,38,0,0,0,0,0,0
689,3,297.6,309,1735,26.4,41,0,0,0,0,0,0
690,3,297.6,309,1354,55.6,46,0,0,0,0,0,0
691,3,297.6,309,1413,40.2,51,0,0,0,0,0,0
692,2,297.7,309.1,1563,39.3,56,0,0,0,0,0,0
693,2,297.7,309.1,1479,42.1,58,0,0,0,0,0,0
694,2,297.7,309.1,1477,38.3,60,0,0,0,0,0,0
695,2,297.6,309.1,1394,50,62,0,0,0,0,0,0
696,2,297.6,309,1487,45.4,64,0,0,0,0,0,0
697,1,297.6,309,1815,25.3,66,0,0,0,0,0,0
698,1,297.6,308.8,1453,39.7,69,0,0,0,0,0,0
699,2,297.6,308.8,1539,40.2,72,0,0,0,0,0,0
700,3,297.5,308.7,1416,39.2,74,0,0,0,0,0,0
701,1,297.6,308.8,1683,31.6,79,0,0,0,0,0,0
702,2,297.7,308.8,1515,40.1,82,0,0,0,0,0,0
703,1,297.7,308.9,1531,48.3,84,0,0,0,0,0,0
704,3,297.7,308.9,1479,40.9,87,0,0,0,0,0,0
705,2,297.7,308.9,1516,33.7,92,0,0,0,0,0,0
706,2,297.7,309,1507,38.2,94,0,0,0,0,0,0
707,1,297.8,309,1434,43.3,96,0,0,0,0,0,0
708,2,297.7,308.9,1838,27.3,99,0,0,0,0,0,0
709,1,297.6,308.8,1416,45.9,101,0,0,0,0,0,0
710,1,297.6,308.8,1357,49.7,104,0,0,0,0,0,0
711,1,297.5,308.7,1697,28.1,107,0,0,0,0,0,0
712,2,297.5,308.7,1443,46.2,110,0,0,0,0,0,0
713,2,297.5,308.7,1453,37.6,112,0,0,0,0,0,0
714,2,297.4,308.6,1439,46.4,114,0,0,0,0,0,0
715,2,297.4,308.6,1609,36.2,116,0,0,0,0,0,0
716,2,297.4,308.6,1324,59.1,118,0,0,0,0,0,0
717,3,297.4,308.6,1420,45.8,120,0,0,0,0,0,0
718,2,297.4,308.7,1545,36.9,125,0,0,0,0,0,0
719,2,297.5,308.8,1477,39,127,0,0,0,0,0,0
720,2,297.4,308.8,1447,58.1,129,0,0,0,0,0,0
721,2,297.4,308.9,1809,23.8,131,0,0,0,0,0,0
722,2,297.5,308.9,1696,30.9,133,0,0,0,0,0,0
723,2,297.5,308.9,1427,44.7,135,0,0,0,0,0,0
724,1,297.4,308.9,1500,46.3,137,0,0,0,0,0,0
725,2,297.5,308.9,1390,44.6,140,0,0,0,0,0,0
726,2,297.4,308.8,1640,34.2,142,0,0,0,0,0,0
727,1,297.4,308.8,1628,37.4,144,0,0,0,0,0,0
728,3,297.3,308.6,1499,37.6,147,0,0,0,0,0,0
729,1,297.4,308.7,1425,50.3,152,0,0,0,0,0,0
730,2,297.3,308.6,1586,37.7,155,0,0,0,0,0,0
731,1,297.3,308.6,1471,50.7,157,0,0,0,0,0,0
732,1,297.3,308.6,1431,53,160,0,0,0,0,0,0
733,2,297.2,308.6,1924,22.1,163,0,0,0,0,0,0
734,1,297.1,308.4,1421,42,165,0,0,0,0,0,0
735,3,297,308.4,1305,54.6,168,0,0,0,0,0,0
736,2,296.9,308.4,1557,32.4,173,0,0,0,0,0,0
737,2,296.9,308.3,1555,38.2,175,0,0,0,0,0,0
738,3,296.9,308.3,1474,39.2,177,0,0,0,0,0,0
739,2,296.8,308.3,1506,45.9,182,0,0,0,0,0,0
740,2,296.9,308.4,1390,41.8,184,0,0,0,0,0,0
741,1,296.9,308.4,1450,46.9,186,0,0,0,0,0,0
742,2,296.9,308.3,1513,38.8,189,0,0,0,0,0,0
743,2,296.8,308.2,1643,34.7,191,0,0,0,0,0,0
744,2,296.8,308.2,1361,53.8,193,0,0,0,0,0,0
745,2,296.7,308.1,1450,40.9,195,0,0,0,0,0,0
746,2,296.7,308,1451,50.7,197,0,0,0,0,0,0
747,2,296.8,308.1,1289,62,199,1,0,0,0,1,0
748,2,296.8,308.1,1356,48.3,201,0,0,0,0,0,0
749,3,296.7,308.1,1528,46.3,203,0,0,0,0,0,0
750,2,296.6,308,1978,22.3,208,0,0,0,0,0,0
751,2,296.7,308,1535,36.8,210,0,0,0,0,0,0
752,1,296.8,308.1,1843,24.2,212,0,0,0,0,0,0
753,2,296.9,308.1,1422,48.7,215,0,0,0,0,0,0
754,2,296.8,308,1536,40.4,217,0,0,0,0,0,0
755,1,296.9,308.1,1483,44.3,219,0,0,0,0,0,0
756,3,296.8,308.1,1492,43.7,222,0,0,0,0,0,0
757,2,296.8,308,1584,40.4,227,0,0,0,0,0,0
758,2,296.9,308.1,1555,33.7,229,0,0,0,0,0,0
759,2,296.8,308,1497,41.7,231,0,0,0,0,0,0
760,1,296.7,307.8,1537,36.3,233,0,0,0,0,0,0
761,2,296.7,307.8,1505,39.4,236,0,0,0,0,0,0
762,2,296.7,307.8,1646,34.6,238,0,0,0,0,0,0
763,1,296.7,307.8,1286,60.5,0,0,0,0,0,0,0
764,2,296.7,307.8,1400,47.5,3,0,0,0,0,0,0
765,2,296.8,307.9,1337,56.5,5,0,0,0,0,0,0
766,2,296.9,308,1332,53.9,7,0,0,0,0,0,0
767,2,296.8,308,1561,38.3,9,0,0,0,0,0,0
768,2,296.9,308,1546,31.1,11,0,0,0,0,0,0
769,2,296.9,308,1713,29.3,13,0,0,0,0,0,0
770,2,296.9,308,1343,44.5,15,0,0,0,0,0,0
771,2,296.8,308,1391,54.4,17,0,0,0,0,0,0
772,3,296.8,308,1311,58.6,19,0,0,0,0,0,0
773,3,296.8,308,1453,51,24,0,0,0,0,0,0
774,2,296.8,308,1510,39.4,29,0,0,0,0,0,0
775,2,296.8,307.9,1448,48.8,31,0,0,0,0,0,0
776,2,296.7,307.8,1453,46,33,0,0,0,0,0,0
777,2,296.7,307.8,1468,39.2,35,0,0,0,0,0,0
778,2,296.7,307.8,1382,47.5,37,0,0,0,0,0,0
779,2,296.7,308,1580,32.2,39,0,0,0,0,0,0
780,2,296.8,308,1666,29.8,41,0,0,0,0,0,0
781,1,296.9,308,1409,50.7,43,0,0,0,0,0,0
782,2,296.8,308,1675,29.7,46,0,0,0,0,0,0
783,2,296.8,307.9,1698,30.8,48,0,0,0,0,0,0
784,3,296.7,307.9,1579,33.4,50,0,0,0,0,0,0
785,2,296.7,307.9,1743,27.9,55,0,0,0,0,0,0
786,1,296.9,308,1497,44.8,57,0,0,0,0,0,0
787,2,296.9,308.1,1741,28.8,60,0,0,0,0,0,0
788,2,296.9,308.1,1435,45.3,62,0,0,0,0,0,0
789,1,296.9,308.1,1440,46.3,64,0,0,0,0,0,0
790,1,296.9,308,1641,33.3,67,0,0,0,0,0,0
791,2,296.8,307.9,1420,45.4,70,0,0,0,0,0,0
792,2,296.8,307.9,1611,35.4,72,0,0,0,0,0,0
793,2,296.8,307.8,1373,42.9,74,0,0,0,0,0,0
794,1,296.8,307.9,1683,31.8,76,0,0,0,0,0,0
795,3,296.9,307.9,1547,32.6,79,0,0,0,0,0,0
796,2,296.9,307.8,1605,37,84,0,0,0,0,0,0
797,1,296.9,307.9,2010,18.9,86,0,0,0,0,0,0
798,2,296.8,307.7,1565,40.1,89,0,0,0,0,0,0
799,1,296.9,307.8,1828,24.6,91,0,0,0,0,0,0
800,1,297,307.8,1579,34.1,94,0,0,0,0,0,0
801,1,297,307.9,1882,24.2,97,0,0,0,0,0,0
802,2,296.9,307.8,1285,52.1,100,0,0,0,0,0,0
803,2,296.9,307.8,1571,35,102,0,0,0,0,0,0
804,3,296.9,307.8,1549,37.8,104,0,0,0,0,0,0
805,1,296.9,307.8,1544,37.6,109,0,0,0,0,0,0
806,1,297,307.9,1412,47.4,112,0,0,0,0,0,0
807,1,297,307.9,1422,53,115,0,0,0,0,0,0
808,2,297,307.7,1867,22.8,118,0,0,0,0,0,0
809,2,296.9,307.7,1424,43.3,120,0,0,0,0,0,0
810,2,296.9,307.6,1452,45.7,122,0,0,0,0,0,0
811,2,296.9,307.7,1550,39.7,124,0,0,0,0,0,0
812,2,296.8,307.6,1588,37.6,126,0,0,0,0,0,0
813,2,296.8,307.6,1338,44.4,128,0,0,0,0,0,0
814,2,296.8,307.6,1513,40,130,0,0,0,0,0,0
815,1,296.8,307.5,1470,45.9,132,0,0,0,0,0,0
816,1,296.8,307.5,1516,36.7,135,0,0,0,0,0,0
817,2,296.8,307.6,1434,48.3,138,0,0,0,0,0,0
818,2,296.8,307.6,1368,52,140,0,0,0,0,0,0
819,2,296.8,307.6,1304,48.7,142,0,0,0,0,0,0
820,2,296.8,307.6,1398,46.7,144,0,0,0,0,0,0
821,2,296.7,307.6,1516,37.4,146,0,0,0,0,0,0
822,2,296.7,307.6,1474,41.7,148,0,0,0,0,0,0
823,1,296.7,307.6,1547,34.7,150,0,0,0,0,0,0
824,1,296.6,307.5,1482,39.9,153,0,0,0,0,0,0
825,2,296.6,307.4,1436,42.8,156,0,0,0,0,0,0
826,2,296.6,307.3,1474,40,158,0,0,0,0,0,0
827,2,296.5,307.2,1481,38.2,160,0,0,0,0,0,0
828,2,296.5,307.3,1501,42.1,162,0,0,0,0,0,0
829,2,296.5,307.3,1566,37.2,164,0,0,0,0,0,0
830,2,296.5,307.3,1579,34.5,166,0,0,0,0,0,0
831,2,296.6,307.4,1631,35,168,0,0,0,0,0,0
832,1,296.6,307.4,1544,42.3,170,0,0,0,0,0,0
833,2,296.6,307.4,1521,38.6,173,0,0,0,0,0,0
834,2,296.6,307.4,1616,28,175,0,0,0,0,0,0
835,3,296.6,307.4,1333,50.2,177,0,0,0,0,0,0
836,1,296.7,307.4,1533,32.5,182,0,0,0,0,0,0
837,2,296.6,307.4,1368,45.1,185,0,0,0,0,0,0
838,2,296.6,307.4,1465,47.8,187,0,0,0,0,0,0
839,3,296.6,307.4,1406,41.5,189,0,0,0,0,0,0
840,1,296.5,307.4,1565,43.5,194,0,0,0,0,0,0
841,2,296.6,307.5,1582,37.9,197,0,0,0,0,0,0
842,2,296.6,307.5,1439,45.5,199,0,0,0,0,0,0
843,1,296.6,307.5,1566,35,201,0,0,0,0,0,0
844,2,296.6,307.5,1485,42.7,204,0,0,0,0,0,0
845,2,296.5,307.5,1566,35.1,206,0,0,0,0,0,0
846,2,296.3,307.3,1439,41.5,208,0,0,0,0,0,0
847,1,296.4,307.4,1416,50,210,0,0,0,0,0,0
848,2,296.4,307.4,2833,5.6,213,1,0,0,1,0,0
849,2,296.3,307.4,1465,47.1,215,0,0,0,0,0,0
850,3,296.4,307.4,1586,35.5,0,0,0,0,0,0,0
851,2,296.3,307.3,1567,31.4,5,0,0,0,0,0,0
852,1,296.2,307.2,1389,48.6,7,0,0,0,0,0,0
853,1,296.3,307.3,1368,49.5,10,0,0,0,0,0,0
854,2,296.3,307.3,1444,49,13,0,0,0,0,0,0
855,1,296.3,307.3,1498,41.6,15,0,0,0,0,0,0
